handle,tag,depth,seed,type,language,language_default_policy,lang_confidence,n_msgs,n_posts,n_text_msgs,n_forward_msgs,median_views,subscribers,modal_hour_utc
klaptsovao,ru,2,False,channel,ru,ru,1.0,43,20,20,0,266,326,11
klgmechta,ru,2,False,channel,ru,ru,1.0,77,75,75,3,3483,41244,16
klimzhukoff,ru,2,False,channel,ru,ru,0.997,86,80,78,8,40201,138812,9
klintsy_32,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,78,
klintsyinfo,ru,2,False,channel,ru,ru,0.997,228,227,221,0,1515,4020,15
klops_news,ru,2,False,channel,ru,ru,0.991,1313,1180,1143,47,11827,123747,10
kluchavtozanashih,ru,2,False,channel,ru,ru,1.0,270,142,135,24,805,888,17
kluchevskycenter,ru,2,False,channel,ru,ru,0.991,72,53,32,0,506,1176,13
kml1975,ru,2,False,channel,ru,ru,1.0,102,40,40,0,141,365,13
kmv_city,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,15,
knightsmove,ru,2,False,channel,ru,ru,0.976,53,53,50,16,21626,41174,10
knizhnica,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,65,
knpodsevalov_sudak,ru,2,False,channel,ru,ru,1.0,54,19,15,0,115,111,7
knyajnakarabakhskaya,ru,2,False,channel,ru,ru,1.0,146,142,141,44,767,4805,8
kobrspb,ru,2,False,channel,ru,ru,1.0,3,3,3,0,4441,1453,9
kobzevmusic,ru,2,False,channel,ru,ru,1.0,28,24,24,8,663,383,14
koc4ey,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kohanovska_zakon,ru,2,False,channel,uk,uk,1.0,65,41,36,1,1291,3847,13
kokopatriotka,ru,2,False,channel,ru,ru,1.0,27,18,16,1,1842,3698,8
kol49,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1098,
kola_news,ru,2,False,channel,ru,ru,1.0,102,92,92,4,336,1223,11
kolbasinafinance,ru,2,False,channel,ru,ru,1.0,43,43,17,1,531,1267,6
kolezev,ru,2,False,channel,ru,ru,1.0,147,138,138,5,26910,59967,13
kolhoznystoroj,ru,2,False,channel,ru,ru,1.0,966,869,777,848,295,1509,9
kolisrael_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kolizey,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,3,
kolkoliki,ru,2,False,channel,ru,ru,1.0,55,55,55,20,2206,1742,5
kolobok1973,ru,2,False,channel,ru,ru,0.997,142,104,99,12,8789,21802,20
kolokol22,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
koludarovaolga,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kolxozdelodobrovolnoerus,ru,2,False,channel,ru,ru,1.0,363,319,308,97,33345,98957,8
komarova_ugra,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,31,
komchtivo,ru,2,False,channel,ru,ru,1.0,282,196,193,214,197,805,6
komendatyrabot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
komi_7x7,ru,2,False,channel,ru,ru,1.0,38,38,37,6,750,1399,9
komiakia,ru,2,False,channel,ru,ru,1.0,2,2,2,1,1516,548,7
komileaks,ru,2,False,channel,ru,ru,1.0,401,401,389,4,1540,8607,8
kominfo11,ru,2,False,channel,ru,ru,0.994,197,191,186,107,290,617,7
komitelega,ru,2,False,channel,ru,ru,1.0,306,267,135,9,4152,5858,4
komitesha,ru,2,False,channel,ru,ru,1.0,116,106,98,5,431,1515,8
komitet_gkhlo,ru,2,False,channel,ru,ru,1.0,25,22,22,4,192,979,7
komitetpolk,ru,2,False,channel,ru,ru,1.0,54,51,51,30,6025,7714,13
kommers_perm,ru,2,False,channel,ru,ru,1.0,393,387,385,15,2145,8791,4
kommersant18,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,2352,
kommersant_nn,ru,2,False,channel,ru,ru,1.0,247,199,196,35,669,4641,11
kommersant_siberia,ru,2,False,channel,ru,ru,1.0,146,124,124,1,311,2447,4
kommersantevents,ru,2,False,channel,ru,ru,1.0,43,29,29,2,163,1624,18
kommersantkazan,ru,2,False,channel,ru,ru,1.0,35,35,35,0,290,1027,5
kommersantufa,ru,2,False,channel,ru,ru,0.997,121,96,90,9,513,3940,8
kommersantural,ru,2,False,channel,ru,ru,1.0,259,220,218,21,399,2954,7
kommunist,ru,2,False,channel,ru,ru,0.994,708,597,594,207,5457,9134,6
kompr,ru,2,False,channel,ru,ru,1.0,289,285,281,33,17391,47741,9
kompromat_za,ru,2,False,channel,ru,ru,1.0,261,249,249,13,218,5070,8
kompromatkz,ru,2,False,channel,ru,ru,1.0,7,7,7,0,3165,2360,2
komprosperm,ru,2,False,channel,ru,ru,1.0,37,21,21,28,2328,2733,9
komsmlsk,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,523,
konknews,ru,2,False,channel,ru,ru,1.0,202,202,202,1,321,1889,6
konkretnost,ru,2,False,channel,ru,ru,1.0,526,440,422,152,7408,19219,13
konovalovnews,ru,2,False,channel,ru,ru,0.997,249,213,205,79,338,722,9
konservativnaya,ru,2,False,channel,ru,ru,1.0,424,338,330,112,4836,9420,16
konstantin_honeyman,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
konstantinzatulinphoto,ru,2,False,channel,unknown,unknown,0.0,43,15,0,0,121,200,12
konstantinzhak,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
konstantunovka_zov,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,6327,
konstantunovkabot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kopikpo,ru,2,False,channel,ru,ru,1.0,33,29,21,0,75,153,14
koptevo_i_ryadom,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,15,
kor1985,ru,2,False,channel,ru,ru,1.0,20,16,16,13,1442,1103,17
kor_31,ru,2,False,channel,ru,ru,1.0,415,126,103,0,234,1268,12
korabelnikov_a,ru,2,False,channel,ru,ru,1.0,33,27,26,2,1495,2017,10
korbanofficial,ru,2,False,channel,ru,ru,1.0,406,302,294,1,12565,15386,19
koreanthing,ru,2,False,channel,ru,ru,0.993,116,63,63,0,24621,21046,7
koreshokkoreshok,ru,2,False,channel,ru,ru,0.991,489,436,418,194,173,131,20
korifeyhab,ru,2,False,channel,ru,ru,1.0,487,317,316,240,5214,7390,7
korkinata,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kormukhin,ru,2,False,channel,ru,ru,1.0,29,10,8,27,595,2563,7
kornet_7,ru,2,False,channel,ru,ru,1.0,72,53,51,29,115,1475,20
korobkovtv,ru,2,False,channel,ru,ru,1.0,456,413,411,211,4459,6743,19
korobov_latyncev,ru,2,False,channel,ru,ru,1.0,152,136,131,71,952,3292,3
koroche_kg,ru,2,False,channel,ru,ru,0.997,62,46,46,6,12035,24789,13
korolevrat,ru,2,False,group,ru,ru,0.991,346,290,283,120,1323,175,8
korotovs,ru,2,False,channel,ru,ru,1.0,26,20,19,3,160,102,7
korrzakadrom,ru,2,False,channel,ru,ru,1.0,14,6,6,0,379370,9632,22
korsak_news,ru,2,False,channel,ru,ru,0.994,149,114,111,68,167,620,14
koryazhma,ru,2,False,channel,ru,ru,0.989,47,40,35,6,1308,3356,19
kos_zsu,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,7,
koshkin_sibiryak,ru,2,False,channel,ru,ru,1.0,292,269,261,113,4633,10004,20
koshkindomdonetsk,ru,2,False,channel,ru,ru,1.0,333,215,212,0,7977,19614,5
kosmikov,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kostisovesti,ru,2,False,channel,ru,ru,0.993,2600,2318,2196,2271,8,182,18
kostroma_podslushal,ru,2,False,channel,ru,ru,1.0,31,31,31,0,25859,37877,8
kostromama,ru,2,False,channel,ru,ru,1.0,33,22,22,1,1651,9995,9
kostromatch,ru,2,False,channel,ru,ru,0.997,350,230,230,11,3000,11791,16
kostromatika,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,142,
kostuyk,ru,2,False,channel,ru,ru,0.997,179,101,96,63,756,7189,11
kotelviry,ru,2,False,channel,ru,ru,1.0,41,40,40,16,10936,49193,9
koteparty,ru,2,False,channel,ru,ru,0.992,514,513,211,198,2575,11075,9
kothueplet,ru,2,False,channel,ru,ru,0.994,140,98,96,74,3487,19833,11
kotillustration,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,2,
kotletipmr,ru,2,False,channel,ru,ru,1.0,486,465,458,89,749,3719,4
kotmaomao,ru,2,False,channel,ru,ru,0.991,123,103,103,3,873,1298,9
kotnamirotvorze,ru,2,False,channel,ru,ru,1.0,209,189,187,78,5967,18976,9
kotovo247,ru,2,False,channel,ru,ru,0.997,126,52,51,10,1298,1950,13
koturi,ru,2,False,channel,ru,ru,1.0,386,373,371,133,2891,9944,9
kotusmarinerusarmy,ru,2,False,channel,ru,ru,1.0,922,575,547,297,190,1323,5
kovaksclearsky,ru,2,False,channel,ru,ru,1.0,64,59,57,20,2100,12193,17
kovali_31,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kovdor_giperboreya,ru,2,False,channel,ru,ru,1.0,192,181,175,70,167,984,17
kovitidi,ru,2,False,channel,ru,ru,1.0,61,58,52,4,448,891,17
kovpakchat1,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1208,
kozaktv1,ru,2,False,channel,uk,uk,1.0,876,409,394,134,1442,11597,17
kozlov38,ru,2,False,channel,ru,ru,1.0,112,53,53,14,9696,15789,18
kozlovskii_a,ru,2,False,channel,ru,ru,1.0,165,75,74,41,707,3232,11
kp40ru,ru,2,False,channel,ru,ru,1.0,660,583,578,35,3281,14463,10
kp_kuban,ru,2,False,channel,ru,ru,1.0,956,791,779,188,1233,11697,10
kp_resort,ru,2,False,channel,ru,ru,1.0,159,149,128,0,5464,63372,5
kp_rostov,ru,2,False,channel,ru,ru,1.0,665,620,608,37,254,3597,6
kp_sochii,ru,2,False,channel,ru,ru,0.997,318,258,255,49,294,1809,7
kpkhv,ru,2,False,channel,ru,ru,1.0,901,716,684,11,168,1142,8
kpkld,ru,2,False,channel,ru,ru,1.0,273,202,196,3,972,6117,10
kpkrsk,ru,2,False,channel,ru,ru,1.0,461,350,318,22,386,1716,3
kpnauka,ru,2,False,channel,ru,ru,1.0,16,15,15,1,4384,9766,8
kppirat,ru,2,False,channel,ru,ru,1.0,18,12,12,0,37403,784,15
kprfaltay,ru,2,False,channel,ru,ru,1.0,119,70,66,26,264,996,5
kprfspb,ru,2,False,channel,ru,ru,1.0,81,36,25,4,116,707,9
kpru_sport,ru,2,False,channel,ru,ru,1.0,601,521,517,2,491,2004,9
kpruvideo,ru,2,False,channel,unknown,unknown,0.0,47,47,0,0,433,800,11
kpstav,ru,2,False,channel,ru,ru,1.0,365,310,300,25,701,6954,7
kpvsmi,ru,2,False,channel,ru,ru,1.0,131,68,68,32,177,698,10
kras_24,ru,2,False,channel,ru,ru,1.0,368,308,297,76,321,1686,4
kras_mash,ru,2,False,channel,ru,ru,1.0,133,113,111,2,12111,50310,7
kraschp,ru,2,False,channel,ru,ru,0.994,415,241,234,0,23192,141407,11
krasilnikov_vortchit,ru,2,False,channel,ru,ru,0.985,65,49,47,23,206,449,9
krasivye_foto,ru,2,False,channel,ru,ru,1.0,93,93,93,0,6074,975,9
kraskrai,ru,2,False,channel,ru,ru,1.0,92,86,81,0,300,1198,6
krasnielinii,ru,2,False,channel,ru,ru,1.0,6,6,5,2,491,52,13
krasniydom,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,14,
krasnoarmeyck,ru,2,False,group,ru,ru,0.994,3485,3184,3006,501,506756,1336,17
krasnodar_transport,ru,2,False,channel,ru,ru,0.992,25,19,17,0,657,1624,16
krasnodarkray1,ru,2,False,channel,ru,ru,1.0,835,571,568,9,28028,187602,8
krasnodarkray_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
krasnodarskij_kray,ru,2,False,channel,ru,ru,1.0,113,84,84,72,27094,30125,8
krasnodoninfo,ru,2,False,channel,ru,ru,1.0,847,621,570,500,572,6246,11
krasnovd21,ru,2,False,channel,ru,ru,1.0,72,46,42,12,401,1289,16
krasnovdmitri,ru,2,False,channel,ru,ru,1.0,112,63,47,4,102,626,9
krasnyluchpress,ru,2,False,channel,ru,ru,1.0,1042,654,633,134,691,5343,13
krasotka14,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
krasotkao,ru,2,False,channel,ru,ru,1.0,148,141,131,39,426,2350,19
krasovkin,ru,2,False,channel,ru,ru,1.0,118,108,103,57,139551,55765,16
kraypress,ru,2,False,channel,ru,ru,1.0,85,64,61,1,656,1736,13
krd_tipich_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
krd_tipich_ru,ru,2,False,channel,ru,ru,1.0,698,362,359,18,48321,366160,6
krddtp1,ru,2,False,channel,ru,ru,1.0,213,138,135,40,10754,43610,5
kreml_president,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kremlcirk,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,508,
kremlin_mother_expert,ru,2,False,channel,ru,ru,1.0,78,78,78,1,20913,174119,8
kremlin_sekret,ru,2,False,channel,ru,ru,1.0,238,193,193,36,40890,362356,7
kremlinbatia,ru,2,False,channel,ru,ru,1.0,125,116,115,24,11096,117430,14
kremlinmuseums,ru,2,False,channel,ru,ru,0.997,155,97,90,15,2905,13752,7
krepostfortuvd,ru,2,False,channel,ru,ru,1.0,1149,605,578,533,863,14878,18
krilyatv,ru,2,False,channel,ru,ru,1.0,301,289,288,15,2825,12066,8
krimebur,ru,2,False,channel,ru,ru,1.0,792,645,639,221,893,5667,2
kriminal_kavkaz,ru,2,False,channel,ru,ru,0.996,351,274,271,219,6618,8102,6
kriminaldag,ru,2,False,channel,ru,ru,1.0,441,336,334,425,532,3420,11
kris_p_almaty_official,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,10924,
krispalm,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,144,
kritiknewsfeed,ru,2,False,channel,ru,ru,0.997,1137,1027,1015,537,6155,151248,7
krivoyhudojnik,ru,2,False,channel,ru,ru,1.0,41,31,23,0,854,255,7
krlff,ru,2,False,channel,ru,ru,1.0,88,73,59,34,392,862,12
krokoodil,ru,2,False,channel,ru,ru,1.0,539,458,452,10,17036,41217,12
krom35,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kroolka,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
krylat,ru,2,False,channel,ru,ru,0.997,255,129,129,0,56,1555,19
krymchanin_z,ru,2,False,channel,ru,ru,0.951,1249,1017,1012,935,3842,9716,8
krymskij,ru,2,False,channel,ru,ru,1.0,169,158,158,35,349,808,11
kryuchkovoleg,ru,2,False,channel,ru,ru,1.0,7,6,6,1,19252,6916,10
kryuchoktv,ru,2,False,channel,ru,ru,1.0,2012,1394,1389,8,3813,13160,7
ksbchk,ru,2,False,channel,ru,ru,1.0,654,336,321,2,98587,373937,7
ksenia_shoigu,ru,2,False,channel,ru,ru,1.0,27,18,17,0,15983,12034,13
ksenia_solovieva,ru,2,False,channel,ru,ru,0.997,396,143,135,36,14696,52271,8
kseniyashtefan,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,119,
ksenyaboletskaya,ru,2,False,channel,ru,ru,1.0,9,9,9,1,9216,11071,13
kslopatin,ru,2,False,channel,ru,ru,0.996,54,43,42,5,156,502,13
kso_mgk,ru,2,False,channel,ru,ru,1.0,19,10,8,1,156,178,12
ksonline,ru,2,False,channel,ru,ru,1.0,205,155,152,13,661,3088,11
ksp74,ru,2,False,channel,ru,ru,1.0,30,20,20,0,1996,2734,4
ksstrigunov,ru,2,False,channel,ru,ru,1.0,6,6,6,0,665,19,7
kstati37,ru,2,False,channel,unknown,ru,0.0,530,515,514,36,201,744,7
ksvo_saratov,ru,2,False,channel,ru,ru,1.0,64,52,48,13,1482,1504,5
ksvorf,ru,2,False,channel,ru,ru,1.0,570,399,388,98,2701,34446,7
kub_mash,ru,2,False,channel,ru,ru,1.0,143,107,107,16,23217,115078,11
kub_news_ru,ru,2,False,channel,ru,ru,1.0,1415,1148,1128,151,6728,43167,6
kub_strumb,ru,2,False,channel,unknown,ru,0.0,69,54,54,69,892,1337,8
kuban24,ru,2,False,channel,ru,ru,1.0,1711,1106,1017,265,9543,131055,12
kuban_23,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,78342,
kuban_libre,ru,2,False,channel,ru,ru,1.0,99,53,52,1,1819,1659,16
kubanarta,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,12,
kubanoid_news,ru,2,False,channel,ru,ru,1.0,26,21,20,2,465,677,7
kubanoidtg,ru,2,False,channel,ru,ru,1.0,135,107,106,108,1907,4137,8
kubantripof,ru,2,False,channel,ru,ru,0.994,901,397,394,519,215,785,9
kubnews_ru_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kuchevskaya,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1249,
kudaekb,ru,2,False,channel,ru,ru,1.0,148,66,66,5,12558,78299,6
kudaekbbot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kuharuk_ruslan,ru,2,False,channel,ru,ru,1.0,170,37,36,0,1238,26124,17
kukan_sportif,ru,2,False,channel,ru,ru,0.967,444,433,416,72,6530,38397,10
kulevrina,ru,2,False,channel,ru,ru,1.0,69,64,58,5,159,959,9
kulluminkum,ru,2,False,channel,ru,ru,1.0,5,5,5,3,9157,4026,18
kultbrigada,ru,2,False,channel,ru,ru,1.0,2,2,2,1,441,269,11
kultkherson,ru,2,False,channel,ru,ru,1.0,73,58,57,35,448,1984,10
kulturnyiminimum,ru,2,False,channel,ru,ru,1.0,17,17,17,0,416,4606,10
kulturnyj_shok,ru,2,False,channel,ru,ru,1.0,16,16,16,0,68787,10942,13
kultyrni_front,ru,2,False,channel,ru,ru,1.0,332,260,218,132,2950,13185,4
kunica02,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,2,
kupchinonew,ru,2,False,channel,ru,ru,0.986,239,148,148,7,3678,2719,6
kupnonn,ru,2,False,channel,ru,ru,1.0,97,47,46,6,767,4787,9
kupol_vivere_est_agere,ru,2,False,channel,ru,ru,0.994,75,72,72,20,127,906,10
kupreyanov,ru,2,False,channel,ru,ru,1.0,3,3,2,2,1182,623,16
kureelka,ru,2,False,channel,ru,ru,0.989,980,346,344,109,33030,125832,12
kurgan_45_ru,ru,2,False,channel,ru,ru,1.0,640,542,520,1,515,7207,6
kurgan_spletnik,ru,2,False,channel,ru,ru,0.939,35,31,30,10,984,983,10
kurganskayaobl,ru,2,False,channel,ru,ru,1.0,860,333,272,48,515,5165,13
kurilka_israel,ru,2,False,group,ru,ru,0.967,954,609,492,73,0,2872,7
kurillka56,ru,2,False,channel,ru,ru,1.0,12,10,10,0,15182,3375,2
kurkovhateyou,ru,2,False,channel,ru,ru,1.0,65,56,55,0,1021,2909,15
kurmedia,ru,2,False,channel,ru,ru,1.0,41,26,26,1,41559,32409,14
kurochki_govoryat,ru,2,False,channel,ru,ru,0.997,127,84,84,4,7237,36846,16
kursivuz,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,114,
kursk26,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,21,
kursk_mir,ru,2,False,channel,ru,ru,1.0,30,30,30,0,24943,9645,13
kursk_novosti,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,55,
kursk_now,ru,2,False,channel,ru,ru,1.0,465,298,297,0,3384,28172,9
kursk_time,ru,2,False,channel,ru,ru,0.991,343,249,247,63,918,7281,7
kurskanomalia,ru,2,False,channel,ru,ru,1.0,173,134,134,0,2282,8536,11
kurskayatelega,ru,2,False,channel,ru,ru,1.0,180,160,159,19,3403,10450,14
kurskbomond,ru,2,False,channel,ru,ru,1.0,747,549,527,7,55185,228519,10
kurskn1,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,120,
kurskseichas,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,97,
kutsenkogosha,ru,2,False,channel,ru,ru,1.0,26,20,18,0,3501,6798,17
kuyvashevevgeny,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,4911,
kuzavosya,ru,2,False,channel,ru,ru,0.997,233,150,132,49,384,567,15
kuzbacc,ru,2,False,channel,ru,ru,1.0,28,28,28,10,1134,690,7
kuzbass_bandy,ru,2,False,channel,ru,ru,1.0,364,235,233,5,2396,9048,13
kuzbass_news,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,43237,
kuzbassinfo,ru,2,False,channel,ru,ru,1.0,74,74,74,46,794,2102,5
kuzbassofficial,ru,2,False,channel,ru,ru,1.0,207,96,58,0,1985,7177,10
kuzbasszoo,ru,2,False,channel,ru,ru,1.0,47,29,29,0,728,761,13
kuznetskiyraion,ru,2,False,channel,ru,ru,1.0,146,86,84,39,73,265,11
kuznetsov51,ru,2,False,channel,ru,ru,1.0,40,21,21,0,311,214,8
kuzya_armeytzev,ru,2,False,channel,ru,ru,1.0,28,18,17,0,1744,1155,7
kvadranymaster,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,73,
kvmalofeev,ru,2,False,channel,ru,ru,1.0,53,34,34,1,38624,1322201,16
kvnews,ru,2,False,channel,ru,ru,1.0,178,156,143,68,206,910,4
ky_mt,ru,2,False,channel,ru,ru,1.0,49,24,20,7,1266,3999,6
kyiv_n,ru,2,False,channel,uk,uk,1.0,951,655,653,140,48386,84893,8
kyiv_polit,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,59,
kyrgyzforpost,ru,2,False,channel,ru,ru,1.0,52,52,52,10,339,5134,7
kznpapa,ru,2,False,channel,ru,ru,0.994,344,275,263,44,1920,6935,5
kztpo,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,494,
lab365,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,144,
labinsk_online,ru,2,False,channel,ru,ru,0.905,8,6,4,0,4906,23352,5
lacewars,ru,2,False,channel,ru,ru,1.0,18,18,18,0,4946,8253,13
ladyponaroshku,ru,2,False,channel,ru,ru,1.0,176,159,147,13,1535,1347,17
lagonaki_travel,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
lagonakitravel,ru,2,False,channel,ru,ru,1.0,75,12,12,0,7607,8392,18
lana_shevchuk1402,ru,2,False,channel,ru,ru,1.0,80,78,78,14,1202,1518,14
lanabadvan,ru,2,False,channel,ru,ru,1.0,255,225,223,69,1479,9989,19
landaksketches,ru,2,False,channel,ru,ru,0.882,34,24,23,0,542,281,0
landofsiberia,ru,2,False,channel,ru,ru,1.0,332,332,332,329,79,978,10
landscapewithbooks,ru,2,False,channel,ru,ru,1.0,28,20,20,12,2272,7434,15
landscrona33,ru,2,False,channel,ru,ru,1.0,20,13,11,1,16041,16892,9
lanko_story,ru,2,False,channel,ru,ru,0.994,148,111,107,30,436,1253,9
lantratova_daria,ru,2,False,channel,ru,ru,1.0,57,35,33,0,1798,3087,14
lantratovadobro,ru,2,False,channel,ru,ru,1.0,219,122,118,26,15027,181791,10
laplasmephi,ru,2,False,channel,ru,ru,1.0,91,50,31,0,1054,2867,14
larakuklina,ru,2,False,channel,ru,ru,0.983,134,134,98,5,1593,1974,16
larisafurgal,ru,2,False,channel,bg,ru,1.0,461,323,311,423,57,202,11
larison41,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
larisosnina,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,50,
larshesler,ru,2,False,channel,ru,ru,1.0,16,10,10,7,1418,2303,7
laska_dn,ru,2,False,channel,ru,ru,0.984,10,10,9,0,963,2238,18
lasombrian,ru,2,False,channel,ru,ru,1.0,47,40,38,17,1277,9979,12
lastoppo,ru,2,False,channel,ru,ru,1.0,127,121,120,4,14188,46332,7
lasttrench988,ru,2,False,channel,ru,ru,1.0,47,43,43,12,1498,794,10
latenighturgant,ru,2,False,channel,ru,ru,1.0,1,1,1,0,1223413,213781,22
latinapopacanski,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,337,
laughtingbird,ru,2,False,channel,ru,ru,1.0,1,1,1,0,601,324,17
lauradjagadiary,ru,2,False,channel,ru,ru,0.997,502,284,276,60,29619,77600,8
lauraruhk,ru,2,False,channel,en,it,1.0,459,421,419,201,3377,15407,3
lauraslovo,ru,2,False,channel,ru,ru,1.0,107,90,76,50,439,1879,14
lawsanctions,ru,2,False,channel,ru,ru,1.0,62,62,62,0,1464,12473,11
lawyer_tmb,ru,2,False,channel,ru,ru,1.0,55,55,55,1,6900,7557,6
layjka,ru,2,False,channel,ru,ru,1.0,38,38,38,0,1260,1676,5
lazaryewa,ru,2,False,channel,ru,ru,0.997,442,302,286,104,904,4627,8
lazyeditor,ru,2,False,channel,ru,ru,0.982,43,32,31,8,1178,7823,18
lbovperm,ru,2,False,channel,ru,ru,1.0,7,7,7,2,5075,2124,6
le_dauphinois,ru,2,False,channel,ru,ru,1.0,25,25,25,12,3856,6775,9
leadushkanews,ru,2,False,channel,ru,ru,0.997,709,544,540,403,35,85,8
league_fn,ru,2,False,channel,ru,ru,0.997,165,134,130,47,1377,9926,8
leaveitru,ru,2,False,channel,ru,ru,1.0,21,21,20,2,1979,2513,11
lecturerhistory,ru,2,False,channel,ru,ru,1.0,99,94,93,0,7411,24613,10
ledifilmmaker,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
leftkhabfront,ru,2,False,channel,ru,ru,1.0,623,530,524,432,17,66,23
legalreport,ru,2,False,channel,ru,ru,1.0,61,61,60,0,1992,4559,8
legend24tv,ru,2,False,channel,ru,ru,1.0,367,208,207,55,957,5013,9
legionoffreedom,ru,2,False,channel,ru,ru,1.0,40,34,34,0,51428,139462,10
lekarimperatora,ru,2,False,channel,ru,ru,1.0,479,408,389,462,87,318,10
lekarzp,ru,2,False,channel,ru,ru,1.0,22,22,21,0,8373,4990,16
lelik_ovf,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
lenclub,ru,2,False,channel,ru,ru,1.0,14,14,14,1,98,231,7
lenfilmnews,ru,2,False,channel,ru,ru,1.0,91,41,28,14,438,8422,14
lenina59,ru,2,False,channel,ru,ru,0.992,28,22,20,3,1618,1595,6
lenina59a,ru,2,False,channel,ru,ru,1.0,6,6,6,3,406,257,15
leningradetc91,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1163,
lenobladminka,ru,2,False,channel,ru,ru,1.0,233,134,132,41,1972,11622,9
lenoblast47,ru,2,False,channel,ru,ru,1.0,10,10,10,0,1406,9906,8
lenreg,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
lensanna15,ru,2,False,channel,ru,ru,0.994,242,203,200,142,252,1067,14
lenta174,ru,2,False,channel,ru,ru,1.0,22,20,20,1,933,1967,14
lentacom,ru,2,False,channel,ru,ru,1.0,121,47,35,0,124944,418540,7
lentt24,ru,2,False,channel,ru,ru,1.0,42,42,40,0,543,6054,13
lentv24,ru,2,False,channel,ru,ru,0.997,322,280,278,85,4588,7527,8
leraromantika,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,8,
lerus_media,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,10,
lesobazzza,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,22,
lestnitsastilya,ru,2,False,channel,ru,ru,1.0,727,273,272,135,218,1532,15
letart,ru,2,False,channel,ru,ru,1.0,67,27,23,10,1269,4327,12
letnab22,ru,2,False,channel,ru,ru,1.0,89,72,71,8,4044,478,7
